id,description,start_location,start_latitude,start_longitude,end_location,end_latitude,end_longitude,time_window_start,time_window_end,capacity,alternative_capacities,skills,fixed_cost,max_tasks
7454|19|Fuel Tanker,7454|19 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[2000, 0, 0, 0, 0], [1000, 1000, 0, 0, 0], [1000, 0, 1000, 0, 0], [1000, 0, 0, 1000, 0], [1000, 0, 0, 0, 1000], [0, 2000, 0, 0, 0], [0, 1000, 1000, 0, 0], [0, 1000, 0, 1000, 0], [0, 1000, 0, 0, 1000], [0, 0, 2000, 0, 0], [0, 0, 1000, 1000, 0], [0, 0, 1000, 0, 1000], [0, 0, 0, 2000, 0], [0, 0, 0, 1000, 1000], [0, 0, 0, 0, 2000]]",,,
7455|20|Fuel Tanker,7455|20 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[1700, 0, 0, 0, 0], [1000, 700, 0, 0, 0], [1000, 0, 700, 0, 0], [1000, 0, 0, 700, 0], [1000, 0, 0, 0, 700], [700, 1000, 0, 0, 0], [0, 1700, 0, 0, 0], [0, 1000, 700, 0, 0], [0, 1000, 0, 700, 0], [0, 1000, 0, 0, 700], [700, 0, 1000, 0, 0], [0, 700, 1000, 0, 0], [0, 0, 1700, 0, 0], [0, 0, 1000, 700, 0], [0, 0, 1000, 0, 700], [700, 0, 0, 1000, 0], [0, 700, 0, 1000, 0], [0, 0, 700, 1000, 0], [0, 0, 0, 1700, 0], [0, 0, 0, 1000, 700], [700, 0, 0, 0, 1000], [0, 700, 0, 0, 1000], [0, 0, 700, 0, 1000], [0, 0, 0, 700, 1000], [0, 0, 0, 0, 1700]]",,,
7456|21|Fuel Tanker,7456|21 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[1700, 0, 0, 0, 0], [1000, 700, 0, 0, 0], [1000, 0, 700, 0, 0], [1000, 0, 0, 700, 0], [1000, 0, 0, 0, 700], [700, 1000, 0, 0, 0], [0, 1700, 0, 0, 0], [0, 1000, 700, 0, 0], [0, 1000, 0, 700, 0], [0, 1000, 0, 0, 700], [700, 0, 1000, 0, 0], [0, 700, 1000, 0, 0], [0, 0, 1700, 0, 0], [0, 0, 1000, 700, 0], [0, 0, 1000, 0, 700], [700, 0, 0, 1000, 0], [0, 700, 0, 1000, 0], [0, 0, 700, 1000, 0], [0, 0, 0, 1700, 0], [0, 0, 0, 1000, 700], [700, 0, 0, 0, 1000], [0, 700, 0, 0, 1000], [0, 0, 700, 0, 1000], [0, 0, 0, 700, 1000], [0, 0, 0, 0, 1700]]",,,
7457|22|Fuel Tanker,7457|22 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[2000, 0, 0, 0, 0], [1000, 1000, 0, 0, 0], [1000, 0, 1000, 0, 0], [1000, 0, 0, 1000, 0], [1000, 0, 0, 0, 1000], [0, 2000, 0, 0, 0], [0, 1000, 1000, 0, 0], [0, 1000, 0, 1000, 0], [0, 1000, 0, 0, 1000], [0, 0, 2000, 0, 0], [0, 0, 1000, 1000, 0], [0, 0, 1000, 0, 1000], [0, 0, 0, 2000, 0], [0, 0, 0, 1000, 1000], [0, 0, 0, 0, 2000]]",,,
7460|23|Fuel Tanker,7460|23 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[2000, 0, 0, 0, 0], [1000, 1000, 0, 0, 0], [1000, 0, 1000, 0, 0], [1000, 0, 0, 1000, 0], [1000, 0, 0, 0, 1000], [0, 2000, 0, 0, 0], [0, 1000, 1000, 0, 0], [0, 1000, 0, 1000, 0], [0, 1000, 0, 0, 1000], [0, 0, 2000, 0, 0], [0, 0, 1000, 1000, 0], [0, 0, 1000, 0, 1000], [0, 0, 0, 2000, 0], [0, 0, 0, 1000, 1000], [0, 0, 0, 0, 2000]]",,,
7461|24|Fuel Tanker,7461|24 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[2000, 0, 0, 0, 0], [1000, 1000, 0, 0, 0], [1000, 0, 1000, 0, 0], [1000, 0, 0, 1000, 0], [1000, 0, 0, 0, 1000], [0, 2000, 0, 0, 0], [0, 1000, 1000, 0, 0], [0, 1000, 0, 1000, 0], [0, 1000, 0, 0, 1000], [0, 0, 2000, 0, 0], [0, 0, 1000, 1000, 0], [0, 0, 1000, 0, 1000], [0, 0, 0, 2000, 0], [0, 0, 0, 1000, 1000], [0, 0, 0, 0, 2000]]",,,
S-567|25|Dually Tanker,S-567|25 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[230, 0, 0, 0, 0], [115, 115, 0, 0, 0], [115, 0, 115, 0, 0], [115, 0, 0, 115, 0], [115, 0, 0, 0, 115], [0, 230, 0, 0, 0], [0, 115, 115, 0, 0], [0, 115, 0, 115, 0], [0, 115, 0, 0, 115], [0, 0, 230, 0, 0], [0, 0, 115, 115, 0], [0, 0, 115, 0, 115], [0, 0, 0, 230, 0], [0, 0, 0, 115, 115], [0, 0, 0, 0, 230]]",,,
S-7201|26|Trailer-Utility,S-7201|26 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[35000, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [3500, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 3500, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 3500, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 3500, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 3500], [350, 0, 0, 0, 0], [0, 35000, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 35000, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 35000, 0], [0, 0, 0, 0, 350], [350, 0, 0, 0, 0], [0, 350, 0, 0, 0], [0, 0, 350, 0, 0], [0, 0, 0, 350, 0], [0, 0, 0, 0, 35000]]",,,
S-7202|27|Trailer-Utility,S-7202|27 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[70000, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [7000, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 7000, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 7000, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 7000, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 7000], [700, 0, 0, 0, 0], [0, 70000, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 70000, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 70000, 0], [0, 0, 0, 0, 700], [700, 0, 0, 0, 0], [0, 700, 0, 0, 0], [0, 0, 700, 0, 0], [0, 0, 0, 700, 0], [0, 0, 0, 0, 70000]]",,,
S-7203|28|Trailer-Utility,S-7203|28 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[55000, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [5500, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 5500, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 5500, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 5500, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 5500], [550, 0, 0, 0, 0], [0, 55000, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 55000, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 55000, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 55000]]",,,
S-7204|29|Trailer-Utility,S-7204|29 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[55000, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [5500, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 5500, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 5500, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 5500, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 5500], [550, 0, 0, 0, 0], [0, 55000, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 55000, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 55000, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 55000]]",,,
S-7205|30|Trailer-Utility,S-7205|30 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[55000, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [5500, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 5500, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 5500, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 5500, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 5500], [550, 0, 0, 0, 0], [0, 55000, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 55000, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 55000, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 55000]]",,,
S-7208|31|Trailer-Utility,S-7208|31 Taylor,"42.2550407,-83.274622",42.2550407,-83.274622,"42.2550407,-83.274622",42.2550407,-83.274622,2025-07-16 08:00:00 EDT,2025-07-16 18:00:00 EDT,"[1, 1, 1, 1, 1]","[[55000, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [5500, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 5500, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 5500, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 5500, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 5500], [550, 0, 0, 0, 0], [0, 55000, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 55000, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 55000, 0], [0, 0, 0, 0, 550], [550, 0, 0, 0, 0], [0, 550, 0, 0, 0], [0, 0, 550, 0, 0], [0, 0, 0, 550, 0], [0, 0, 0, 0, 55000]]",,,
